16,1,12,9,12,8,10,2,3,15,5,13,14,9,6,5
9,9,3,1,5,15,2,11,11,8,12,5,7,16,14,14
4,5,16,13,16,12,14,6,7,3,9,1,2,13,10,9
1,3,12,10,14,8,11,4,4,1,5,14,16,9,7,7
15,15,9,8,10,5,9,16,1,13,3,11,12,7,4,3
5,6,1,14,2,12,15,8,8,5,9,3,3,13,12,10
2,4,13,11,14,10,12,4,6,1,6,15,1,10,8,7
13,14,9,6,9,4,7,16,16,12,2,10,11,6,3,3
9,11,4,2,6,16,4,11,13,8,13,7,7,1,15,14
10,11,6,3,6,2,4,12,13,9,15,7,8,3,16,16
8,8,2,1,3,14,1,10,10,7,11,4,5,15,14,12
6,8,1,15,2,13,1,8,10,5,11,3,5,14,12,11
12,13,7,6,8,4,6,14,15,11,16,10,10,4,3,1
16,16,10,8,12,6,9,1,3,14,3,12,14,7,5,5
11,12,6,4,7,3,5,14,14,11,15,8,9,3,1,16
3,5,14,13,15,10,14,5,6,2,7,1,1,11,10,8
