6,2,15,3,1,13,5,14,8,11,9,16,12,10,7,6
2,13,10,14,12,8,15,10,3,6,4,11,7,5,2,16
14,10,7,11,9,5,12,6,16,4,1,9,4,3,15,13
16,12,9,13,11,7,14,8,3,5,4,10,7,4,1,16
12,7,4,8,6,3,9,4,13,16,14,5,1,15,12,10
10,7,3,8,5,1,8,2,12,15,13,5,16,14,11,9
9,5,3,6,5,16,8,1,11,14,12,3,16,13,10,8
7,3,16,4,2,14,5,15,9,13,10,1,13,11,9,6
4,1,13,1,15,11,2,13,6,9,7,15,10,8,5,3
13,8,5,10,7,3,10,4,15,1,15,6,2,16,14,11
2,14,11,15,13,10,16,10,4,7,5,12,9,6,3,2
6,1,15,2,1,12,3,13,7,10,8,15,11,9,6,4
13,10,6,11,8,4,12,5,16,2,16,7,3,1,15,12
3,15,12,16,14,11,1,12,5,8,6,13,10,7,4,2
15,11,9,12,10,6,13,7,1,4,3,9,5,3,1,14
8,5,1,5,3,16,6,16,10,14,11,2,15,12,9,7
