3,7,4,8,2,12,15,1,11,11,14,14,16,5,7,9
16,4,1,5,15,9,12,15,8,7,11,10,14,2,3,6
2,6,3,8,1,12,14,16,10,9,14,12,15,5,5,8
12,1,13,1,11,5,8,11,4,4,7,6,9,14,15,3
8,11,8,12,6,1,3,5,15,14,2,1,5,9,10,13
14,2,16,3,13,7,10,12,6,5,10,8,11,1,1,5
15,3,16,4,14,8,12,13,8,6,10,9,13,1,2,5
5,8,5,10,3,13,16,2,12,11,15,14,1,6,7,11
10,14,11,15,9,3,6,8,2,2,5,5,7,13,13,16
8,13,9,14,7,1,4,6,16,15,3,2,6,10,11,14
13,1,14,2,13,6,9,11,6,4,8,7,10,15,16,3
11,15,12,16,10,4,8,9,3,2,6,6,8,13,15,1
6,9,6,11,4,14,1,4,13,12,1,15,2,8,8,11
9,13,11,14,8,3,5,7,1,16,4,3,6,11,12,16
6,10,7,11,5,15,2,5,14,13,2,16,3,8,10,12
1,5,3,6,1,10,14,15,9,8,12,11,14,3,4,7
