3,2,13,8,15,10,14,1,12,8,6,6,4,11,10,2
10,8,4,14,6,1,6,7,3,15,12,13,12,2,16,9
13,12,7,2,9,4,8,10,6,3,15,16,14,6,3,12
7,4,16,10,3,13,1,3,15,11,8,10,7,14,13,5
7,5,2,11,3,14,3,4,16,13,9,10,8,16,13,7
16,15,10,4,13,7,11,14,9,5,3,3,1,8,6,15
4,2,15,8,16,12,15,1,14,9,6,8,5,12,10,3
13,10,6,1,8,3,7,10,5,2,14,15,14,4,3,11
8,6,3,12,4,15,3,5,1,13,10,12,9,16,14,7
3,16,12,6,14,9,14,15,12,7,4,5,3,11,8,2
14,12,9,2,11,5,9,11,7,4,16,1,15,6,4,13
9,7,3,14,5,16,5,6,2,14,12,12,10,1,15,9
1,15,11,5,13,9,12,14,11,6,3,4,3,9,7,16
5,3,15,9,2,12,16,3,14,10,8,8,6,14,11,5
12,9,6,15,7,3,6,8,4,16,13,15,12,3,1,10
15,13,9,4,11,6,10,13,8,5,1,2,16,7,6,14
