3,5,16,14,10,2,8,2,6,13,11,11,7,6,15,12
2,3,15,14,8,1,8,16,6,12,9,10,6,4,14,12
6,6,3,16,11,4,10,3,8,15,13,13,9,7,1,14
7,8,4,3,13,7,12,5,11,1,14,15,11,9,4,16
9,10,6,4,16,8,14,7,12,4,16,1,14,11,5,2
10,11,7,5,16,9,15,9,13,4,1,3,14,13,6,4
4,6,1,16,10,4,9,2,7,14,12,12,8,6,16,13
16,1,14,11,6,15,6,14,3,10,7,8,5,2,12,10
14,16,11,9,4,14,3,12,2,8,6,6,2,16,10,7
8,9,5,3,15,7,14,6,11,3,15,1,12,10,4,2
6,7,4,1,12,5,11,5,9,16,13,14,11,8,2,15
11,12,8,6,1,10,16,9,15,5,2,3,15,14,7,5
1,2,15,12,8,16,7,15,4,11,9,9,6,3,13,10
14,14,10,9,3,12,2,11,1,7,4,5,1,15,10,6
15,16,13,10,5,14,5,13,2,9,6,8,3,2,11,8
12,14,9,7,3,11,1,11,15,7,3,4,1,14,8,5
