14,6,9,1,15,11,7,3,16,4,5,8,4,10,13,15
6,15,2,11,7,5,16,11,9,12,14,2,13,4,5,8
6,14,2,9,6,3,15,11,8,12,13,16,13,2,4,8
12,5,8,16,14,10,6,1,16,2,4,8,3,10,11,14
1,9,12,4,1,15,10,6,3,7,8,11,7,13,16,2
2,12,14,7,3,16,13,7,5,8,11,13,9,16,1,4
3,12,16,7,4,2,13,9,6,9,11,15,10,16,2,6
16,8,11,3,1,13,9,4,2,6,7,10,7,12,15,1
8,1,4,13,9,6,3,13,12,14,16,3,15,5,7,10
10,4,6,14,12,8,4,16,13,1,2,6,1,8,9,13
7,16,4,11,8,6,1,12,10,13,16,2,15,4,6,9
5,13,16,9,5,2,15,9,8,10,12,15,11,2,3,7
1,10,14,5,3,15,11,7,4,8,9,12,9,14,1,3
11,5,7,15,12,9,6,16,14,1,4,6,2,8,10,13
14,7,11,2,15,13,8,3,2,4,6,9,5,12,13,16
10,2,5,14,10,7,3,15,12,15,1,5,16,6,9,11
